,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords
2818,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200803105246.htm,The Six Strains of SARS-CoV-2,"""""",,,,""""""
2819,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200727145822.htm,Immune System Variation Can Predict Severe COVID-19 Outcomes,"""""",,,,""""""
2820,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200723143748.htm,Tracking Antibody Profiles for Influenza Exposures Across the Lifespan,"""""",,,,""""""
2821,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200721162446.htm,Lab-Made Virus Mimics COVID-19 Virus,"""""",,,,""""""
2822,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200716122917.htm,Vaccine Additives Can Enhance Immune Flexibility -- Implications for Flu and SARS-CoV-2,"""""",,,,""""""
2823,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200715131234.htm,"Obesity and Metabolic Syndrome Are Risk Factors for Severe Influenza, COVID-19","""""",,,,""""""
2824,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200715123203.htm,Common FDA-Approved Drug May Effectively Neutralize Virus That Causes COVID-19,"""""",,,,""""""
2825,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200709172828.htm,CT of Coronavirus Disease (COVID-19) Versus CT of Influenza Virus Pneumonia,"""""",,,,""""""
2826,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200709113521.htm,Contracting COVID-19: Lifestyle and Social Connections May Play a Role,"""""",,,,""""""
2827,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200709113509.htm,"About Half of Health Care Workers Positive for COVID-19 by Serology Have No Symptoms, Study Finds","""""",,,,""""""
2828,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200707113304.htm,Flu in Early Life Determines Our Susceptibility to Future Infections,"""""",,,,""""""
2829,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200702100540.htm,Controlled Human Infection Models and SARS-CoV-2 Vaccine Development,"""""",,,,""""""
2830,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200831094717.htm,Antibody Blockade Effective in Treatment of Severe COVID-19,"""""",,,,""""""
2831,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200827160926.htm,Beating HIV and COVID-19 May Depend on Tweaking Vaccine Molecules,"""""",,,,""""""
2832,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200827155006.htm,Antiviral Used to Treat Cat Coronavirus Also Works Against SARS-CoV-2,"""""",,,,""""""
2833,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200827122103.htm,How Genetics Could Impact COVID-19 Treatments,"""""",,,,""""""
2834,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200826101626.htm,Too Many COVID-19 Patients Get Unneeded 'Just in Case' Antibiotics,"""""",,,,""""""
2835,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200825110546.htm,Treating COVID-19 Could Lead to Increased Antimicrobial Resistance,"""""",,,,""""""
2836,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200824092001.htm,"Mother Transmitted COVID-19 to Baby During Pregnancy, Physicians Report","""""",,,,""""""
2837,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200820102442.htm,Researchers Show Children Are Silent Spreaders of Virus That Causes COVID-19,"""""",,,,""""""
2838,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200817132331.htm,Mild COVID-19 Cases Can Produce Strong T Cell Response,"""""",,,,""""""
2839,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200819170225.htm,Is COVID-19 Transmitted Through Breast Milk? Study Suggests Not Likely,"""""",,,,""""""
2840,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200812161314.htm,Researchers Identify a Protein That May Help SARS-CoV-2 Spread Rapidly Through Cells,"""""",,,,""""""
2841,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200811120217.htm,Pasteurization Inactivates COVID-19 Virus in Human Milk: New Research,"""""",,,,""""""
2842,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200811120143.htm,Malaria Discovery Could Expedite Antiviral Treatment for COVID-19,"""""",,,,""""""
2843,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200810103239.htm,"Mouthwashes Could Reduce the Risk of Coronavirus Transmission, Study Shows","""""",,,,""""""
2844,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200805102036.htm,COVID-19 Vaccine Shows Promise in Mouse Studies,"""""",,,,""""""
2845,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200804122218.htm,Researchers Develop New Mouse Model for SARS-CoV-2,"""""",,,,""""""
2846,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200804111512.htm,Decoy Receptor Neutralizes Coronavirus in Cell Cultures,"""""",,,,""""""
2847,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200731160824.htm,Re-Engineering Antibodies for COVID-19,"""""",,,,""""""
2848,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200730160836.htm,National Academies Publishes Guide to Help Public Officials Make Sense of COVID-19 Data,"""""",,,,""""""
2849,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200730141324.htm,"Young Kids Could Spread COVID-19 as Much as Older Children and Adults, Study Suggests","""""",,,,""""""
2850,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200730110119.htm,Rapid Test for the Determination of Antibodies Against Sars-Cov-2,"""""",,,,""""""
2851,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200729114756.htm,COVID-19 Research: Anti-Viral Strategy With Double Effect,"""""",,,,""""""
2852,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200728150650.htm,Experimental COVID-19 Vaccine Protects Upper and Lower Airways in Nonhuman Primates,"""""",,,,""""""
2853,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200728121218.htm,"Combating a Pandemic Is 500 Times More Expensive Than Preventing One, Research Suggests","""""",,,,""""""
2854,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200728113508.htm,Immunoprotein Impairs SARS-CoV-2,"""""",,,,""""""
2855,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200727114706.htm,"Face Coverings Do Not Lead to False Sense of Security, Existing Evidence Suggests","""""",,,,""""""
2856,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200724104142.htm,Rapid COVID-19 Test Developed to Detect Neutralizing Antibodies With High Specificity and Sensitivity,"""""",,,,""""""
2857,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200722083804.htm,Neutralizing Antibodies Isolated from COVID-19 Patients May Suppress Virus,"""""",,,,""""""
2858,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200722112720.htm,Coronavirus Antibodies Fall Dramatically in First 3 Months After Mild Cases of COVID-19,"""""",,,,""""""
2859,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200717204518.htm,"Benefits of Routine Childhood Vaccines Far Outweigh Risks of Additional COVID-19 Transmission in Africa, Study Suggests","""""",,,,""""""
2860,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200717101015.htm,Type 1 Interferon Deficiency: Biomarker of Patients at Risk of Severe COVID-19,"""""",,,,""""""
2861,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200716101536.htm,Scientists Uncover SARS-CoV-2-Specific T Cell Immunity in Recovered COVID-19 and SARS Patients,"""""",,,,""""""
2862,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200715111435.htm,COVID-19: Patients Improve After Immune-Suppressant Treatment,"""""",,,,""""""
2863,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200715111429.htm,Novel Test Method Detects Coronavirus in Highly Diluted Gargle Samples,"""""",,,,""""""
2864,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200710131512.htm,"COVID-19 Can Be Transmitted in the Womb, Reports Pediatric Infectious Disease Journal","""""",,,,""""""
2865,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200710112108.htm,Why Lopinavir and Hydroxychloroquine Do Not Work on COVID-19,"""""",,,,""""""
2866,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200709172845.htm,New Study Supports Remdesivir as COVID-19 Treatment,"""""",,,,""""""
2867,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200709141600.htm,Global Wildlife Surveillance Could Provide Early Warning for Next Pandemic,"""""",,,,""""""
2868,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200709121236.htm,"Older, Critically Ill Patients With COVID-19 May Have Increased Risk of Bradycardia With Lopinavir and Ritonavir","""""",,,,""""""
2869,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200706140830.htm,Compounds Halt SARS-CoV-2 Replication by Targeting Key Viral Enzyme,"""""",,,,""""""
2870,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200702144054.htm,Newer Variant of COVID-19-Causing Virus Dominates Global Infections,"""""",,,,""""""
2871,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200820195357.htm,Blood Clots and Lung Injuries Found in Patients Who Have Died of COVID-19,"""""",,,,""""""
2872,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200820143856.htm,Dilated Blood Vessels in the Lung May Explain Low Oxygen Levels in Severe Cases of COVID-19,"""""",,,,""""""
2873,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200819120716.htm,Team Creates Better Tool to Aid COVID-19 Diagnosis,"""""",,,,""""""
2874,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/08/200807093804.htm,COVID-19: The Virus and the Vasculature,"""""",,,,""""""
2875,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/07/200723115853.htm,"Lung Ultrasound Shows Duration, Severity of Coronavirus Disease (COVID-19)","""""",,,,""""""
2876,article,nih.gov,https://www.nih.gov/news-events/news-releases/phase-3-clinical-testing-us-astrazeneca-covid-19-vaccine-candidate-begins,Phase 3 Clinical Testing in the US of AstraZeneca COVID-19 Vaccine Candidate Begins,"""Phase 3 Clinical Testing in the US of AstraZeneca COVID-19 Vaccine Candidate Begins""",phase 3 clinical testing in us of astrazeneca covid-19 vaccine candidate begins multi site phase 3 clinical trial evaluating investigational covid-19 vaccine known as azd1222 has begun. trial will enroll approximately 30.000 adult volunteers at 80 sites in united states to evaluate if candidate vaccine can prevent symptomatic coronavirus disease 2019 covid-19. united kingdom based global biopharmaceutical company astrazeneca is leading trial as regulatory sponsor. ,trial will enroll approximately 30.000 adult volunteers at 80 sites in united states to evaluate if candidate vaccine can prevent symptomatic coronavirus disease 2019 covid-19 .. ,2020-08-30T20:31:27-04:00,"""NIH, NIAID, AstraZeneca, Oxford, COVID-19, Phase 3 Vaccine, AZD1222"""
2877,article,nih.gov,https://www.nih.gov/news-events/news-releases/people-intellectual-developmental-disabilities-disproportionately-affected-covid-19,People with intellectual and developmental disabilities disproportionately affected by COVID-19,"""People with intellectual and developmental disabilities disproportionately affected by COVID-19""",people with intellectual and developmental disabilities disproportionately affected by covid-19 covid-19 pandemic has taken disproportionate toll on people with intellectual and developmental disabilities idds write directors of intellectual and developmental disabilities research centers iddrc network nationwide group funded by nihs eunice kennedy shriver national institute of child health and human development. article was written by john constantino m.d. director. ,nih funded researchers call for restoration of support services or alternatives .. ,2020-08-28T09:30:38-04:00,"""NIH, NICHD, people, intellectual, developmental, disabilities, disproportionately, affected, COVID-19, IDD"""
2878,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-establishes-centers-research-emerging-infectious-diseases,NIH establishes Centers for Research in Emerging Infectious Diseases,"""NIH establishes Centers for Research in Emerging Infectious Diseases""",national institute of allergy and infectious diseases niaid part of national institutes of health today announced that it has awarded 11 grants with total first year value of approximately 17 million to establish centers for research in emerging infectious diseases creid. global network will involve multidisciplinary investigations into how and where viruses and other pathogens emerge from wildlife and spillover to cause disease in people. niaid intends to provide approx. ,global network to focus on spillover potential .. ,2020-08-27T12:11:49-04:00,"""NIH, NIAID, establish, Centers for Research in Emerging Infectious Diseases, CREID"""
2879,article,nih.gov,https://www.nih.gov/news-events/news-releases/clinical-trials-monoclonal-antibodies-prevent-covid-19-now-enrolling,Clinical trials of monoclonal antibodies to prevent COVID-19 now enrolling,"""Clinical trials of monoclonal antibodies to prevent COVID-19 now enrolling""",clinical trials of monoclonal antibodies to prevent covid-19 now enrolling two phase 3 randomized placebo controlled double blind clinical trials testing whether experimental monoclonal antibodies mabs can prevent infection by sars cov-2 coronavirus are now enrolling healthy adults at clinical trial sites in united states. many of trial sites and study investigators are part of covid-19 prevention network covpn recently established by national institute of allergy and in. ,phase 3 trials conducted in niaid covid-19 prevention network .. ,2020-08-10T14:51:15-04:00,"""NIH, NIAID, clinical trial, monoclonal antibodies, prevent, COVID-19, enrolling"""
2880,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-testing-remdesivir-plus-interferon-beta-1a-covid-19-treatment-begins,NIH clinical trial testing remdesivir plus interferon beta-1a for COVID-19 treatment begins,"""NIH clinical trial testing remdesivir plus interferon beta-1a for COVID-19 treatment begins""",randomized controlled clinical trial evaluating safety and efficacy of treatment regimen consisting of antiviral remdesivir plus immunomodulator interferon beta-1a in patients with coronavirus disease 2019 covid-19 has begun. study called adaptive covid-19 treatment trial 3 actt 3 is anticipated to enroll more than 1.000 hospitalized adults with covid-19 at as many as 100 sites in united states and abroad. national institute of allergy and infectious diseas. ,study is anticipated to enroll more than 1.000 hospitalized adults with covid-19 .. ,2020-08-06T08:46:17-04:00,"""NIH, NIAID, clinical trial, testing, remdesivir, interferon beta-1a, COVID-19, treatment, begins"""
2881,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-harnesses-ai-covid-19-diagnosis-treatment-monitoring,"NIH harnesses AI for COVID-19 diagnosis, treatment, and monitoring","""NIH harnesses AI for COVID-19 diagnosis, treatment, and monitoring""",collaborative network to enlist medical imaging and clinical data sciences to reveal unique features of covid-19. national institutes of health has launched medical imaging and data resource center midrc ambitious effort that will harness power of artificial intelligence and medical imaging to fight covid-19. multi institutional collaboration led by national institute of biomedical imaging and bioengineering nibib part of nih will create new tools that physicians. ,collaborative network to enlist medical imaging and clinical data sciences to reveal unique features of covid-19 .. ,2020-08-05T11:39:02-04:00,"""NIH, NIBIB, artificial intelligence, COVD-19, diagnosis, treatment, monitoring, medical imaging, data sciences"""
2882,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-moderna-investigational-covid-19-vaccine-shows-promise-mouse-studies,NIH-Moderna investigational COVID-19 vaccine shows promise in mouse studies,"""NIH-Moderna investigational COVID-19 vaccine shows promise in mouse studies""",vaccine currently being evaluated in phase 3 clinical testing. investigational vaccine known as mrna-1273 protected mice from infection with sars cov-2 virus that causes covid-19 according to research published today in nature. scientists at national institute of allergy and infectious diseases niaid part of national institutes of health and biotechnology company moderna based in cambridge massachusetts along with collaborators from university of north carolina. ,vaccine currently being evaluated in phase 3 clinical testing .. ,2020-08-05T08:39:23-04:00,"""NIH-Moderna investigational COVID-19 vaccine shows promise in mouse studies"""
2883,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-test-antibodies-other-experimental-therapeutics-mild-moderate-covid-19,NIH clinical trial to test antibodies and other experimental therapeutics for mild and moderate COVID-19,"""NIH clinical trial to test antibodies and other experimental therapeutics for mild and moderate COVID-19""",nih clinical trial to test antibodies and other experimental therapeutics for mild and moderate covid-19 initial trial to determine if monoclonal antibodies can shorten severity of covid-19 in outpatients. phase 2 clinical trial will evaluate safety and efficacy of potential new therapeutics for covid-19 including investigational therapeutic based on synthetic monoclonal antibodies mabs to treat disease. researchers sponsored by national institute of allergy and infectious. ,initial trial to determine if monoclonal antibodies can shorten severity of covid-19 in outpatients .. ,2020-08-04T08:15:41-04:00,"""NIH, NIAID, ACTIV, clinical trial, antibodies, experimental, therapeutics, COVID-19"""
2884,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-launches-clinical-trial-test-antibody-treatment-hospitalized-covid-19-patients,NIH launches clinical trial to test antibody treatment in hospitalized COVID-19 patients,"""NIH launches clinical trial to test antibody treatment in hospitalized COVID-19 patients""",study aims to determine safety and efficacy of experimental monoclonal antibodies. patients admitted with covid-19 at select hospitals may now volunteer to enroll in clinical trial to test safety and efficacy of potential new treatment for disease. phase 3 randomized controlled trial is known as activ-3 and as master protocol it is designed to expand to test multiple different kinds of monoclonal antibody treatments. it also can enroll additional volunteers in middle. ,study aims to determine safety and efficacy of experimental monoclonal antibodies .. ,2020-08-04T08:24:44-04:00,"""NIH, NIAID, ACTIV, clinical trial, antibody, treatment, hospitalized, COVID-19, patients, monoclonal antibodie"""
2885,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-delivering-new-covid-19-testing-technologies-meet-us-demand,NIH delivering new COVID-19 testing technologies to meet U.S. demand,"""NIH delivering new COVID-19 testing technologies to meet U.S. demand""",nih delivering new covid-19 testing technologies to meet u.s. demand national institutes of health is investing 248.7 million in new technologies to address challenges associated with covid-19 testing which detects sars cov-2 coronavirus. nihs rapid acceleration of diagnostics radx initiative has awarded contracts to seven biomedical diagnostic companies to support range of new lab based and point of care tests that could significantly increase number type and availability of t. ,range of new technologies will meet testing needs in diverse settings .. ,2020-07-31T07:24:35-04:00,"""NIH, NIBIB, RADx, delivering, COVID-19, testing, technologies, U.S., demand, SARS-CoV-2, coronavirus"""
2886,article,nih.gov,https://www.nih.gov/news-events/news-releases/experimental-covid-19-vaccine-protects-upper-lower-airways-nonhuman-primates,Experimental COVID-19 vaccine protects upper and lower airways in nonhuman primates,"""Experimental COVID-19 vaccine protects upper and lower airways in nonhuman primates""",two doses of experimental vaccine to prevent coronavirus disease 2019 covid-19 induced robust immune responses and rapidly controlled coronavirus in upper and lower airways of rhesus macaques exposed to sars cov-2 report scientists from national institute of allergy and infectious diseases niaid part of national institutes of health. sars cov-2 is virus that causes covid-19. candidate vaccine mrna-1273 was co developed by scientists at niaid vaccine resear. ,nih led study of mrna vaccine supports advance to phase 3 human trials .. ,2020-07-28T14:30:49-04:00,"""NIH, NIAID, nonhuman primates, study, experimental, COVID-19, vaccine, protects, upper, lower, airways, mRNA"""
2887,article,nih.gov,https://www.nih.gov/news-events/news-releases/phase-3-clinical-trial-investigational-vaccine-covid-19-begins,Phase 3 clinical trial of investigational vaccine for COVID-19 begins,"""Phase 3 clinical trial of investigational vaccine for COVID-19 begins""",multi site trial to test candidate developed by moderna and nih. phase 3 clinical trial designed to evaluate if investigational vaccine can prevent symptomatic coronavirus disease 2019 covid-19 in adults has begun. vaccine known as mrna-1273 was co developed by cambridge massachusetts based biotechnology company moderna inc. and national institute of allergy and infectious diseases niaid part of national institutes of health. trial which will be conducted at. ,multi site trial to test candidate developed by moderna and nih .. ,2020-07-25T16:45:16-04:00,"""Metadata: NIH, NIAID, SARS-CoV-2 vaccine, Phase 3, Moderna, COVID"""
2888,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-leadership-details-unprecedented-initiative-ramp-testing-technologies-covid-19,NIH leadership details unprecedented initiative to ramp up testing technologies for COVID-19,"""NIH leadership details unprecedented initiative to ramp up testing technologies for COVID-19""",nih leadership details unprecedented initiative to ramp up testing technologies for covid-19 radx efforts seek to create capacity for 6 million daily tests by end of 2020 address underserved populations. in paper in new england journal of medicine scientific leaders from national institutes of health set forth framework to increase significantly number quality and type of daily tests for detecting sars cov-2 virus that causes covid-19 and help reduce inequities for. ,radx efforts seek to create capacity for 6 million daily tests by end of 2020 address underserved populations .. ,2020-07-22T13:07:05-04:00,"""NIH, RADx, SARS-CoV-2, COVID-19, Rapid Acceleration of Diagnostics, testing, technologies"""
2889,article,nih.gov,https://www.nih.gov/news-events/news-releases/experimental-covid-19-vaccine-safe-generates-immune-response,"Experimental COVID-19 vaccine safe, generates immune response","""Experimental COVID-19 vaccine safe, generates immune response""",investigational vaccine mrna-1273 designed to protect against sars cov-2 virus that causes coronavirus disease 2019 covid-19 was generally well tolerated and prompted neutralizing antibody activity in healthy adults according to interim results published online today in new england journal of medicine. ongoing phase 1 trial is supported by national institute of allergy and infectious diseases niaid part of national institutes of health. experimental vaccine i. ,nih sponsored phase 1 trial tested mrna vaccine .. ,2020-07-14T14:30:21-04:00,"""NIH, NIAID, experimental, COVID-19, vaccine, safe, generates, immune, response, clinical trial, Phase 1"""
2890,article,nih.gov,https://www.nih.gov/news-events/news-releases/placenta-lacks-major-molecules-used-sars-cov-2-virus-cause-infection,Placenta lacks major molecules used by SARS-CoV-2 virus to cause infection,"""Placenta lacks major molecules used by SARS-CoV-2 virus to cause infection""",placenta lacks major molecules used by sars cov-2 virus to cause infection nih study may help explain why virus has rarely been found in fetuses or newborns of women with covid-19. placental membranes that contain fetus and amniotic fluid lack messenger rna mrna molecule required to manufacture ace2 receptor main cell surface receptor used by sars cov-2 virus to cause infection according to study by researchers at national institutes of health. their findi. ,nih study may help explain why virus has rarely been found in fetuses or newborns of women with covid-19 .. ,2020-07-14T09:50:07-04:00,"""NIH, NICHD, COVID-19, study, research, placenta, lacks, molecules, SARS-CoV-2, virus, infection, newborns”"""
2891,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-launches-clinical-trials-network-test-covid-19-vaccines-other-prevention-tools,NIH launches clinical trials network to test COVID-19 vaccines and other prevention tools,"""NIH launches clinical trials network to test COVID-19 vaccines and other prevention tools""",nih launches clinical trials network to test covid-19 vaccines and other prevention tools national institute of allergy and infectious diseases niaid part of national institutes of health has established new clinical trials network that aims to enroll thousands of volunteers in large scale clinical trials testing variety of investigational vaccines and monoclonal antibodies intended to protect people from covid-19. covid-19 prevention trials network covpn was established. ,network website features secure method for volunteering for studies .. ,2020-07-08T10:18:41-04:00,"""NIH, NIAID, launches, clinical trials, network, test, COVID-19, vaccines, prevention, tools"""
2892,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-activ-vaccine-working-group-weighs-role-human-challenge-studies-sars-cov-2-vaccine-development,NIH ACTIV vaccine working group weighs role of human challenge studies for SARS-CoV-2 vaccine development,"""NIH ACTIV vaccine working group weighs role of human challenge studies for SARS-CoV-2 vaccine development""",in perspective for new england journal of medicine members of national institutes of healths accelerating covid-19 therapeutic interventions and vaccines activ vaccines working group assess practical considerations and prerequisites for using controlled human infection models chims which can be used for human challenge studies to support sars cov-2 vaccine development. in article authors determine timeline for developing robust chims that meet essential criteri. ,authors conclude that large randomized controlled trials of sars cov-2 are fastest and most effective path forward for establishing vaccine safety and efficacy .. ,2020-07-01T15:29:49-04:00,"""NIH, Accelerating COVID-19 Therapeutic Interventions and Vaccines, ACTIV, human challenge studies, controlled human infection models, CHIMs, SARS-CoV-2, COVID-19, vaccine development"""
2893,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/another-existing-drug-shows-promise-against-covid-19,Another existing drug shows promise against COVID-19,"""Another existing drug shows promise against COVID-19""",all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. recent study which appears in journal science advances could help develop ebselen as new treatment for covid-19. study also provides clues as to which other existing drugs scientists should prioritize in hunt for effective therapies. t. ,recent molecular modeling study concludes that existing drug called ebselen blocks important enzymes necessary for sars cov-2 to replicate .. ,,""""""
2894,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/scientists-discover-covid-19-symptoms-appear-in-a-specific-order,Scientists discover COVID-19 symptoms appear in a specific,"""Scientists discover COVID-19 symptoms appear in a specific order""",all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. study findings reveal individuals infected with covid-19 will likely experience symptoms in following order research appears in journal frontiers in public health. doctoral candidate joseph larsen and his colleagues conducted study in. ,scientists compared influenza and three diseases caused by coronaviruses to establish likely order in which covid-19 symptoms appear .. ,,""""""
2895,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/hope-in-defeating-covid-19-more-therapeutic-and-vaccine-advances,5 new scientific advances that offer hope against COVID-19,"""5 new scientific advances that offer hope against COVID-19""",in this installment of our hope behind headlines series we look at latest scientific advances that offer hope in fight against sars cov-2 new coronavirus including promising therapeutic finds and most recent steps toward vaccine development. scientific advances offer hope about development of vaccine and suggest some new approaches to therapy. all data and statistics are based on publicly available data at time of publication. some information may be out of date. ,in this special feature we look at latest most promising scientific advances that aim to stop spread of new coronavirus sars cov-2 .. ,,""""""
2896,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/is-covid-19-more-dangerous-because-sars-cov-2-reduces-specific-micrornas,Is SARS-CoV-2 more dangerous because it reduces specific,"""Is SARS-CoV-2 more dangerous because it reduces specific microRNAs?""",all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. perspective appears in american journal of physiology lung cellular and molecular physiology. coronaviruses covs are single stranded rna viruses that experts originally considered to be relatively mild. they include viruses that cause co. ,researchers suggest that new coronavirus acts as microrna sponge to help virus replicate faster and block host 's immune defense .. ,,""""""
2897,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-could-directly-affect-the-heart,COVID-19 could directly affect the heart,"""COVID-19 could directly affect the heart""",all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. experts initially thought that covid-19 was respiratory disease with symptoms including cough shortness of breath and pneumonia. however more recent evidence into covid-19 shows that disease can also cause neurological and cardiac symptoms. phys. ,new research in cell cultures suggests that sars cov-2 is able to directly infect heart muscle cells which may have implications for therapy .. ,,""""""
2898,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/synthetic-antibody-could-prevent-and-treat-covid-19,Synthetic antibody could prevent and treat COVID-19,"""Synthetic antibody could prevent and treat COVID-19""",using mouse model researchers have recently shown that synthetic antibody could neutralize sars cov-2. this could help prevent infection as well as treat covid-19 in those who already have it. new research in mice suggests that synthetic antibody could be effective in fighting new coronavirus. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for m. ,using mouse models researchers from tulane university identified synthetic antibody that may be able to prevent and treat infections with sars cov-2 .. ,,""""""
2899,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/covid-19-over-80-of-young-individuals-may-show-no-symptoms,COVID-19: Over 80% of young people may show no symptoms,"""COVID-19: Over 80% of young people may show no symptoms""",all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. experts from bruno kessler foundation in trento italy in collaboration with colleagues affiliated to ats lombardy covid-19 task force and various research institutions conducted study assessing what percentage of people who have contracted sar. ,preliminary study from italy suggests that many people aged 20 and younger may not experience any symptoms of sars cov-2 infection .. ,,""""""
2900,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/even-mild-covid-19-may-produce-long-lasting-immunity,Even mild COVID-19 may produce long lasting immunity,"""Even mild COVID-19 may produce long lasting immunity""",all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-19 outbreak. most people who are exposed to sars cov-2 coronavirus that causes covid-19 only experience mild symptoms or none at all. however infection can still pass from them to other people and overall case fatality rate appears to be converging on. ,new research finds changes in immune t cell responses to new coronavirus that last for months even after mild cases of covid-19 .. ,,""""""
