,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords
127,article,healthline.com,https://www.healthline.com/health-news/if-youre-pregnant-heres-what-to-know-about-the-coronavirus,"If You’re Pregnant, Here’s What to Know About the Coronavirus","""If You're Pregnant, Here's What to Know About the Coronavirus""",research is limited but experts do nt see evidence that the disease can be passed in utero. newborns may face risks if they contract the disease after being born. experts are still learning the best way for women who contract covid-19 to give birth to minimize the risk of transmission. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent i. ,though research on how covid-19 impacts pregnancy is limited health experts say the data we do have is reassuring. the virus does nt seem to spread through to the womb. ,,"""Coronavirus, COVID-19, viral outbreak, pandemic,"""
128,article,healthline.com,https://www.healthline.com/health-news/taking-care-of-your-mental-health-during-covid19-outbreak,Being Mindful of Your Mental Health During the COVID-19 Outbreak,"""Being Mindful of Your Mental Health During the COVID-19 Outbreak""",stress and anxiety about the spread of the novel coronavirus coupled with increased social distancing and isolation recommendations may be affecting your mental health more than you realize. getty images as we all face uncertainty about the novel coronavirus there are measures we can take to stay calm. for those living with a mental health condition like depression anxiety or ptsd filling prescriptions ahead of time and asking your therapist to hold telemedicine sessions can ensure you. ,stress and anxiety about the spread of the novel coronavirus coupled with increased social distancing and isolation may be affecting your mental health more than you realize. these tips from experts can help. ,,"""coronavirus, social distancing, covid-19, depression, anxiety, loneliness"""
129,article,healthline.com,https://www.healthline.com/health-news/coronavirus-hand-sanitizer-recipes-risks,Why You Might Want to Think Twice Before Making Your Own Hand Sanitizer,"""Experts Say Homemade Hand Sanitizers Aren’t the Best Option""",people may be tempted to make their own hand sanitizers but expert washing your hands with soap and warm water is a better choice. getty images recipes for homemade hand sanitizers are available online but experts say those diy products may not be the best option during the coronavirus disease outbreak. they say the recipes are too complicated for most people and products that are mixed incorrectly can cause burns or other issues. the experts say washing your hands with soap and warm wa. ,a shortage of hand sanitizer products has prompted some people to make their own but experts say washing your hands with soap and warm water is an easier and more effective way to prevent the spread of the coronavirus .. ,,"""hand sanitizers shortage price gouging Amazon, hand sanitizers make your own recipes, hand sanitizer burn hands at 7-11, should you make your own hand sanitizer, soap water best defense against coronavirus, best products clean house during coronavirus outbreak"""
130,article,healthline.com,https://www.healthline.com/health-news/what-its-like-to-be-an-er-doctor-during-the-coronavirus-outbreak,What It’s Like to Be an ER Doctor During the Coronavirus Outbreak,"""What It’s Like to Be an ER Doctor During the Coronavirus Outbreak""",all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. the emergency department and its staff are known for being able to handle almost anything that comes their way. the emergency department is both the front door to the hospital healthcare system and the safety net when all else fails. if your primary docto. ,dr. rajiv bahl talks about life as an emergency medicine physician in the midst of the covid-19 pandemic. ,,"""coronavirus, COVID-19"""
131,article,healthline.com,https://www.healthline.com/health-news/how-hospitals-are-preparing-for-a-major-surge-in-covid19-cases,Can Hospitals Handle a Surge of COVID-19 Cases?,"""Can Hospitals Handle a Surge of COVID-19 Cases?""","experts are concerned we could run out of hospital beds as covid-19 spreads. getty images when washington state authorities sent an urgent request for 233,000 respirators and 200,000 surgical masks to be released from the federal stockpile they received less than half the amount they requested. according to the most recent figures the united states has roughly three hospital beds for every 1,000 people. typically about of them are occupied leaving approximately 300,000 beds available n. ",the current pandemic means a possible shortage of health facilities and protective gear like face masks .. ,,"""covid-19, coronavirus, viral outbreak, viral pandemic"""
132,article,healthline.com,https://www.healthline.com/health-news/life-in-quarantine-zone,Here’s What It’s Like to Live in the Quarantine Zone,"""Here’s What It’s Like to Live in the Quarantine Zone""",two families in new york discuss what life is like when you ca nt venture into public. tamar weinberg and her family have been in quarantine since march 3. photo courtesy of tamar weinberg. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. tamar weinberg has lost track of how many days she s been in quaran. ,two families in new york discuss what life is like when you ca nt venture into public .. ,,"""quarantine, covid-19, coronavirus, new york"""
133,article,healthline.com,https://www.healthline.com/health-news/public-places-and-the-coronavirus-what-to-know,How the Novel Coronavirus Spreads in Public Places and How to Protect Yourself,"""How COVID-19 Spreads in Public Places and How to Protect Yourself""",the novel coronavirus can spread through the air as well as contact with contaminated surfaces such as plastic and stainless steel where the virus can live for up to 3 days. getty images experts say the canceling of events that draw large crowds is an important step in combating the further spread of the novel coronavirus. the virus spreads like other viruses that cause common respiratory illnesses such as the flu via droplets that are excreted by coughing sneezing and breathing. a. ,the novel coronavirus can spread through the air as well as contact with contaminated surfaces such as plastic and stainless steel where the virus can live for up to 9 days .. ,,"""coronavirus, covid-19, how coronavirus spreads, self quarantine, quarantine"""
134,article,healthline.com,https://www.healthline.com/health-news/exercise-at-home-to-avoid-gym-during-coronavirus-outbreak,How to Exercise at Home If You’re Avoiding the Gym During the COVID-19 Outbreak,"""Exercise at Home to Avoid the Gym During COVID-19 Outbreak""",experts say there are a number of ways you can get in a full body workout at home. getty images experts say fitness centers are a great place to get exercise but also a place where something like the new coronavirus can spread. some gyms have instituted practices to thoroughly clean equipment more often. fitness experts say there are a number of ways you can get in a full body workout while exercising at home. all data and statistics are based on publicly available data at the time of publ. ,experts say there are a number of ways you can get in a full body workout at home if you 're worried about the new coronavirus .. ,,"""gym fitness centers coronavirus, exercise at home avoid gym fitness center coronavirus"""
135,article,healthline.com,https://www.healthline.com/health-news/no-products-can-cure-covid-19,"There Is No Cure for COVID-19, No Matter What the Internet Says","""There Is No Cure for COVID-19, No Matter What the Internet Says""",misinformation about covid-19 is spreading online including many fake cures or treatments for the disease. at least seven companies have been warned by the food and drug administration for fraudulent products to treat covid-19. the products cited in these warning letters include teas essential oils tinctures and colloidal silver. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and. ,the food and drug administration and federal trade commission have sent warning letters this week to seven companies for selling fraudulent covid-19 products that claim to prevent or treat the disease .. ,,"""covid-19, coronavirus, fda, viral outbreak, global pandemic, viral infection"""
136,article,healthline.com,https://www.healthline.com/health-news/why-public-events-need-to-be-canceled-during-coronavirus-outbreak,"No Music, No Sports: Why It’s Important to Cancel Public Events Amid COVID-19 Outbreak","""Why We Need to Cancel Public Events During the COVID-19 Outbreak""",people wait in line to buy tickets for the south by southwest music festival last week before the popular annual event was canceled. getty images during the past week public events from music festivals to sports contests to conferences have been canceled due to the coronavirus disease outbreak. experts say its essential to ban large gatherings because of how widespread the disease is and how easily it is to transmit. they note the illness can spread even in small gatherings sometimes by. ,experts say it 's important to ban large gatherings and events because of how widespread the coronavirus disease outbreak is and how easily the illness is transmitted .. ,,"""coronavirus March Madness, coronavirus South by Southwest music festival, coronavirus Coachella music festival, should we cancel big public events March Madness due to coronavirus"""
137,article,healthline.com,https://www.healthline.com/health-news/what-does-it-mean-to-declare-a-pandemic,What Does It Mean to Declare a Pandemic?,"""What Does It Mean to Declare a Pandemic?""",the last time a pandemic was declared was 11 years ago. alfonso di vincenzo kontrolab lightrocket via getty images the world health organization declared a global pandemic due to the rise of covid-19. there are distinct between an outbreak epidemic and pandemic. a pandemic is an epidemic that s spread over several countries or continents and affects a large percent of the population. all data and statistics are based on publicly available data at the time of publication. some informati. ,the who declared covid-19 a worldwide pandemic which means the disease has spread over many regions. this does nt mean people are at greater risk. rather it allows for the expansion of administrative capacity of health agencies that can contribute to the response. ,,"""COVID-19, coronavirus, viral infection, viral outbreak, global pandemic, SARS, MERS, WHO, CDC, novel coronavirus, disease, outbreak, pandemic,"""
138,article,healthline.com,https://www.healthline.com/health-news/how-deadly-is-the-coronavirus-compared-to-past-outbreaks,Here’s How COVID-19 Compares to Past Outbreaks,"""Here's How COVID-19 Compares to Past Outbreaks""",the 1918 flu pandemic led to hundreds of thousands of deaths in the u.s. getty images sars the 1918 flu pandemic and ebola have all helped public health officials prepare for major outbreaks. each major outbreak is different though and experts have a hard time predicting how they will end. the fallout of each disease largely depends on other circumstances when we catch it how contagious and fatal it is how hygienic people are and how quickly a vaccine or cure becomes available. all. ,covid-19 the disease caused by the new coronavirus is nt the first threatening disease that s surged around the world nor will it be the last. between influenza pandemics like the outbreaks in 1918 and 2009 sars and ebola. ,,"""Covid-19, coronavirus, viral outbreak, viral infection"""
139,article,healthline.com,https://www.healthline.com/health-news/has-anything-changed-since-the-2003-sars-outbreak,Can We Learn Anything from the SARS Outbreak to Fight COVID-19?,"""The SARS Outbreak Infected 8,000, Will New Coronavirus Be Worse?""","officials in china are battling a new coronavirus disease outbreak 17 years after the sars outbreak. getty images after being criticized for a slow response to sars china is once again facing global scrutiny for its handling of the new coronavirus. by the time the global sars outbreak was contained the virus spread to over 8,000 people worldwide and killed almost 800. the new coronavirus sars cov-2 which causes the disease covid-19 has already surpassed the 2003 sars outbreak. all dat. ",chinas initial response to sars had problems. some say this time around chinese officials were once again reluctant to share information during the early stages of the current covid-19 outbreak which hampered global recognition of the threat. ,,"""China, coronavirus, SARS, viral outbreak, common cold, MERS, virus, outbreak, infectious disease, pathogenic"""
140,article,healthline.com,https://www.healthline.com/health-news/what-is-going-on-with-the-coronavirus-tests,What Is Going On with the Coronavirus Tests?,"""Doctors Starting to Limit Who Gets Tested for COVID-19""",in some places only healthcare workers and the most seriously ill patients are getting tested for the new coronavirus that causes covid-19. horacio villalobos corbis via getty images in some places only healthcare workers and the most seriously ill patients are being tested for covid-19. experts say a shortage of test kits and masks is forcing medical professionals to make these tough choices. they say testing is important to provide swift and proper treatment for people who contract the. ,in some places only healthcare workers and the most seriously ill patients are getting tested for the new coronavirus that causes covid-19 .. ,,"""COVID19 coronavirus mild symptoms no tests given, test kits coronavirus COVID19 outbreak, COVID tests only for healthcare workers and most seriously ill patients"""
141,article,healthline.com,https://www.healthline.com/health-news/coronavirus-outbreak-future-in-america,How the COVID-19 Outbreak in the U.S. May Unfold in the Coming Days,"""COVID-19 Timeline: What Outbreak Could Look Like During Next Year""",experts say you can expect the covid-19 pandemic to linger for at least a year with social distancing protocols and empty store shelves occurring along with waves of infections. getty images numerous reports and computer modeling indicates that well see multiple waves of the covid-19 pandemic over the coming months. self isolation wo nt stop the disease but it will reduce strain on medical resources allowing doctors to save more lives. scientists and doctors around the world are workin. ,experts say you can expect the covid-19 pandemic to linger for at least a year with social distancing protocols and empty store shelves occurring along with waves of infections .. ,,"""covid19 coronavirus outbreak timeline 3 months 6 months 1 year 18 months, what will covid19 coronavirus outbreak look like in 3 months 6 months 1 year"""
142,article,healthline.com,https://www.healthline.com/health-news/how-to-not-touch-your-face,You Probably Touch Your Face 16 Times an Hour: Here’s How to Stop,"""You Probably Touch Your Face 16 Times an Hour: Here’s How to Stop""",viruses love it when you touch your face but there are simple things you can do to help break the habit. getty images touching your face can significantly increase the risk of infection with flu or cold viruses and the new coronavirus. your eyes and mouth are areas where viruses can easily enter your body. studies have found that people touch their faces more than 16 times in an hour. we touch our faces so often that the odds of recontaminating our hands between washings are extremely h. ,your mouth and eyes are areas where viruses can enter the body most easily and all it takes is touching them with a finger already carrying an infection. heres how to change your behavior and cut back on the number of times you touch your face each day. ,,"""coronavirus, touching your face, stop touching your face, how to stop touching your face, germs, spreading germs"""
143,article,healthline.com,https://www.healthline.com/health-news/if-you-get-the-coronavirus-what-will-it-cost-you,What Is the Cost of Getting Tested and Treated for the Coronavirus?,"""What Is the Cost of Getting Tested and Treated for the Coronavirus?""",in some cases testing for the novel coronavirus is free but you could still be on the hook for other medical costs related to testing or hospital visits. widespread testing of people at risk for coronavirus infection is needed to avoid rapid spread of the virus. the uninsured and underinsured are the ones most likely to think twice before going to the hospital or doctors office for a coronavirus test. all data and statistics are based on publicly available data at the time of publicati. ,the uninsured and underinsured are the ones most likely to think twice before going to the hospital or doctors office for a coronavirus test. and understandably so. ,,"""coronavirus, covid-19, viral outbreak, viral infection, health insurance, health care costs"""
144,article,healthline.com,https://www.healthline.com/health-news/what-older-people-with-chronic-conditions-need-to-know-about-covid-19,Here’s What Older At-Risk People Should Know About the Coronavirus,"""Here's What Older At-Risk People Should Know About the Coronavirus""",the elderly especially those with preexisting conditions like diabetes heart disease and lung disease may be severely affected by the new virus. covid-19 may be similar to seasonal flu. from 70 to 85 percent of all flu related deaths and 50 to 70 percent of flu related hospitalizations occur among those 65 years and over according to the. but there is nt a reason to panic. experts recommend taking steps to prepare in case you contract the disease. the cdc that all people wear clo. ,the coronavirus covid-19 will minimally affect many people who catch it. however the elderly especially those with preexisting conditions like diabetes heart disease and lung disease may be severely affected. ,,"""covid-19, coronavirus, viral infection, virus, outbreak,"""
145,article,healthline.com,https://www.healthline.com/health-news/think-you-have-the-coronavirus-heres-what-to-do-next,Think You Have the Coronavirus? Here’s What to Do Next,"""Here’s What to Do If You Think You Have the Coronavirus""",there are clear steps to take if you think you might be sick. getty images there s currently a limited supply of test kits with public health departments so not everyone will qualify for testing. the first thing you ll want to do is ask yourself why you think you may have covid-19. if you have milder symptoms give your primary care physician a call first for advice. all data and statistics are based on publicly available data at the time of publication. some information may be out of dat. ,if you suspect you have covid-19 the disease caused by the new coronavirus health experts recommend first asking yourself why you think you may have covid-19. if your symptoms are mild call your healthcare provider and clue them into your symptoms. if they re more severe call the emergency room first before going. ,,""""""
146,article,healthline.com,https://www.healthline.com/health-news/ask-an-expert-will-quarantines-make-the-coronavirus-worse,"Ask an Expert: An Epidemiologist Answers Our Questions About the Coronavirus, Quarantines, and Face Masks","""Epidemiologist Answers Questions About Coronavirus and Quarantine""",all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. as the new coronavirus quickly spreads around the globe health officials are hustling to manage the spread and cushion the blow of a pandemic. travel bans are limiting entry to high risk countries borders are being sealed off and people are being force. ,we spoke with anne rimoin a professor of epidemiology to understand if quarantines and travel bans work. and if not what does. ,,"""Coronavirus, COVID-19, viral infection, virus, viral outbreak,"""
147,article,healthline.com,https://www.healthline.com/health-news/coronavirus-med-shortage-what-to-know,What Medications to Get to Prep for a Coronavirus Infection,"""What Medications to Get to Prep for a Coronavirus Infection""",experts say there are common medications that may help for in case of viral infection. str afp via getty images here are some tips on what medications and over the counter otc drugs to have on hand during the covid-19 outbreak. get at least 1 month of prescription medications so you do nt have to worry about running out. otc medications may help relieve some symptoms of the coronavirus in mild cases. all data and statistics are based on publicly available data at the time of publication. ,if you do become sick you 'll need to stay in home isolation until your risk of passing the virus onto others is low according to the centers for disease control and prevention .. ,,"""coronavirus, COVID-19, viral infection, virus, pandemic, viral outbreak, global outbreak, fever, cough, novel coronavirus outbreak"""
148,article,healthline.com,https://www.healthline.com/health-news/how-to-prepare-for-the-coronavirus,How to Prep for the Coronavirus at Home,"""How to Prepare for the Coronavirus""",as of march 3 in addition to the 48 cases from repatriated people from the diamond princess cruise ship in japan there have been 60 new cases of covid-19 across 12 states. experts say people do nt need to panic but should prepare in case they re quarantined at home for 14 days. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent informati. ,the united states may soon see widespread covid-19 activity. covid-19 is relatively mild in the vast majority of cases but there are things you can do to prepare. ,,"""coronavirus, covid-19, viral infections, virus"""
149,article,healthline.com,https://www.healthline.com/health-news/is-it-better-to-deal-with-a-viral-outbreak-in-the-spring,Will the Coronavirus Outbreak Get Better This Summer? Maybe Not,"""Why Coronavirus and Not the Flu Might Still Be an Issue This Summer""",while the seasonal flu dissipates in the summer months as people stop congregating in close quarters the same may not be true for covid-19. experts are looking to see how the virus spreads in the southern hemisphere which is currently in summer for clues. at this point experts are unsure whether covid-19 will become an annual respiratory disease or if it can be stopped in time. all data and statistics are based on publicly available data at the time of publication. some information m. ,viruses can behave differently in different hemispheres and this virus emerged in low temperatures .. ,,"""covid-19, coronavirus, viral infection, virus"""
150,article,healthline.com,https://www.healthline.com/health-news/heres-what-we-can-do-to-slow-down-the-coronavirus,Asking This One Question May Help Slow Down Coronavirus Outbreak,"""Asking This One Question May Help Slow Down Coronavirus Outbreak""",italy has been hard hit by the new coronavirus. antonio masiello getty images asking all patients about their recent travel history could help slow the spread of covid-19 say infectious disease experts. the main of covid-19 fever cough and shortness of breath and other emerging infectious diseases also occur with other illnesses. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and fol. ,infectious disease specialists say there 's a simpler way to help prevent the spread of not just covid-19 but also other emerging infectious diseases asking all patients about their recent travel .. ,,"""coronavirus, viral outbreak, viral infection, covid-19, pandemic, global outbreak, global viral outbreak, infection, cdc, who"""
151,article,healthline.com,https://www.healthline.com/health-news/what-to-know-flu-season,What to Know as Flu Season Nears Peak,"""Coronavirus vs. Flu: Symptom Differences, More""",this article was updated on april 27 2020 to include information about home testing kits and on april 29 2020 to include additional symptoms of the 2019 coronavirus. sars cov-2 is a new coronavirus that emerged in late 2019. it causes a respiratory illness called covid-19. many people who get covid-19 have a mild illness while others can become severely ill. covid-19 shares many similarities with seasonal influenza. however there are also several differences between the two. below well take. ,covid-19 caused by the novel coronavirus and the flu are both respiratory illnesses. while there s a lot of overlap between them there are also key differences in the symptoms incubation period severity of the disease hospitalization rates and your body 's immune response. ,,"""coronavirus vs flu"""
152,article,healthline.com,https://www.healthline.com/health-news/how-the-us-is-preparing-for-a-pandemic,How the U.S. Is Preparing for a Major Coronavirus Outbreak,"""Coronavirus Outbreak: Daily Updates""",experts warn most states that are reopening still are nt doing enough testing as more u.s. states start to loosen stay at home orders experts warn that covid-19 could come back if there s not enough testing. according to the associated press a significant number of states that are reopening are still not meeting key testing benchmarks suggested by harvards global health institute. according to the institute and the world health organization who there should be enough testing done that the. ,the new coronavirus disease outbreak first identified in china has become a pandemic. stay up to date with the latest updates on covid-19. ,,"""coronavirus outbreak, viral outbreak, viral infection, virus, coronavirus"""
153,article,healthline.com,https://www.healthline.com/health-news/when-will-we-know-if-we-are-in-a-global-pandemic,When Will We Know If the Coronavirus Is a Global Pandemic?,"""Pandemic: What It Is and What It Means for You""",the current worldwide outbreak of covid-19 has left many people with concerns about the spread of this new disease. among those concerns is one important underlying question what exactly is a pandemic. the spread of the novel coronavirus sars cov-2 was officially defined as a pandemic by the world health organization who on due to its sudden emergence and expansion around the world. in this article well explore what defines a pandemic how to prepare for a pandemic and how many pandemi. ,a pandemic is an epidemic that reaches worldwide. the world health organization has specific criteria for when an epidemic becomes a pandemic. ,,"""what is a pandemic"""
154,article,healthline.com,https://www.healthline.com/health-news/how-to-protect-yourself-while-traveling-during-the-coronavirus-outbreak,How to Protect Yourself While Traveling During the Coronavirus Outbreak,"""Protect Yourself While Traveling During the Coronavirus Outbreak""","to help limit transmission of the virus the centers for disease control and prevention cdc is advising americans to avoid all nonessential travel to china. since the covid-19 virus was first detected in china in december 2019 more than 75,000 cases of the infection have been confirmed there. individual travelers can help limit covid-19 and other virus transmission by practicing good hand hygiene minimizing contact with people who are sick and taking other steps to help manage the ri. ",earlier this month thousands of people on board the diamond princess cruise ship were quarantined in japan after 10 passengers were diagnosed with the new strain of coronavirus covid-19 .. ,,"""coronavirus, viral infection, covid-19, japan, china, italy, viral outbreak, global pandemic"""
155,article,healthline.com,https://www.healthline.com/health-news/heres-what-happens-to-the-body-after-contracting-the-coronavirus,Here’s What Happens to the Body After Contracting the Coronavirus,"""Here's What Happens to the Body After Contracting the New Coronavirus""",coronaviruses cause respiratory illnesses so the lungs are usually affected first. early include fever cough and shortness of breath. these appear as soon as 2 days or as long as 14 days after exposure to the virus. but damage can also occur in other parts of the body especially during serious illness. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates pag. ,heres what we know so far about how covid-19 affects the different systems in the body .. ,,"""coronavirus, viral infection, viral outbreak, covid-19, new coronavirus outbreak, outbreak, china, illness, anti-viral medication"""
156,article,healthline.com,https://www.healthline.com/health-news/coronavirus-outbreak-puts-spotlight-on-lack-of-paid-sick-leave-in-the-u-s,How Lack of Sick Leave in U.S. Can Make Outbreaks Like Coronavirus Worse,"""Coronavirus Outbreak Puts Spotlight on Lack of Paid Sick Leave""",one of the most effective ways to prevent the spread of illnesses is to encourage employees to stay home when they re sick. during the outbreak of h1n1 swine flu in 2009 an estimated 8 million workers contagious with h1n1 did nt take time off of work. this led to as many as 7 million additional cases of the virus. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live upda. ,according to the cdc one of the most effective ways to prevent the spread of illnesses like covid-19 or the flu is simple encourage employees to stay home when they 're sick .. ,,"""coronavirus, coronavirus outbreak, sick leave, paid sick leave, COVID-19, flu"""
157,article,healthline.com,https://www.healthline.com/health-news/us-preparing-for-major-coronavirus,How the U.S. Is Preparing for a Major Coronavirus Outbreak,"""Coronavirus Outbreak: Daily Updates""",experts warn most states that are reopening still are nt doing enough testing as more u.s. states start to loosen stay at home orders experts warn that covid-19 could come back if there s not enough testing. according to the associated press a significant number of states that are reopening are still not meeting key testing benchmarks suggested by harvards global health institute. according to the institute and the world health organization who there should be enough testing done that the. ,the new coronavirus disease outbreak first identified in china has become a pandemic. stay up to date with the latest updates on covid-19. ,,"""coronavirus outbreak, viral outbreak, viral infection, virus, coronavirus"""
158,article,healthline.com,https://www.healthline.com/health-news/coronavirus-super-spreaders-2,‘Super Spreaders’ of the Coronavirus May Be a Threat,"""Are There ‘Super Spreaders’ of the Coronavirus?""","a new study found certain people were super spreaders who infected others with the coronavirus. xiong qi xinhua via getty over 43,000 people have been infected with the new coronavirus. in the united states 12 people have been diagnosed with the disease. two new studies published in jama friday found that the virus is transmitted easily from person to person. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. vis. ",new research found that the new coronavirus is transmitted easily from person to person largely because many people are asymptomatic at first and may not realize they re infected. and some people called super spreaders may spread the virus to more people than the average person. though were just starting to get a clearer idea of how the coronavirus spreads and progresses there are still a lot of unknowns and questions we need answers to in order to contain the outbreak. ,,"""Coronavirus, viral infection, virus, viral outbreak, new coronavirus, SARS, MERS, pandemic, China, Hong Kong, Super Spreaders,"""
159,article,healthline.com,https://www.healthline.com/health-news/dont-freak-out-about-the-coronavirus-just-yet,Why You Don’t Need to Panic About the New Coronavirus,"""Coronavirus Outbreak: Daily Updates""",experts warn most states that are reopening still are nt doing enough testing as more u.s. states start to loosen stay at home orders experts warn that covid-19 could come back if there s not enough testing. according to the associated press a significant number of states that are reopening are still not meeting key testing benchmarks suggested by harvards global health institute. according to the institute and the world health organization who there should be enough testing done that the. ,the new coronavirus disease outbreak first identified in china has become a pandemic. stay up to date with the latest updates on covid-19. ,,"""coronavirus outbreak, viral outbreak, viral infection, virus, coronavirus"""
160,article,healthline.com,https://www.healthline.com/health-news/3-myths-about-the-coronavirus-to-know,Don’t Fall for These 3 Myths About the New Coronavirus,"""Don’t Let These 5 Myths About COVID-19 Interfere with Your Safety""",myths circulating about the covid-19 outbreak are leading some people to behave in ways that could endanger their health and the health of others. getty images while the flu and covid-19 both cause respiratory illness they are different. dry cough fever and fatigue are three early symptoms most commonly associated with infection from sars cov-2 the coronavirus that causes covid-19 disease. although older people and those who are immunosuppressed are at greatest risk for complications. ,experts explain the truth about 5 of the biggest myths currently circulating about the covid-19 outbreak and what you can do shield yourself from such misinformation .. ,,"""covid 19, coronavirus, social distancing, flatten the curve, stay at home, coronavirus facts, coronavirus myths"""
161,article,healthline.com,https://www.healthline.com/health-news/shower-curtain-contains-most-germs-in-your-bathroom,Forget the Toilet Seat — Shower Curtains Have Most Germs in Your Bathroom,"""Shower Curtains Contain Most Germs in the Bathroom""",there are a number of ways germs can grow on your shower curtain but experts say most of them are nt a serious health threat for most people. getty images a study by a research company says your shower curtain probably has the most germs of anything in your bathroom. experts say the germs and bacteria that grow on a shower curtain are nt a serious health threat to most people. experts also say you should still properly clean your shower curtains on a regular basis. you may be showering in. ,there are a number of ways germs can grow on your shower curtain but experts say most of them are n't a serious health threat for most people .. ,,"""shower curtain most germs in bathroom, how to clean shower curtains"""
162,article,healthline.com,https://www.healthline.com/health-news/heres-how-doctors-are-treating-the-new-coronavirus,How Flu and HIV Meds May Help Fight the New Coronavirus,"""Coronavirus Treatment: How Is COVID-19 Treated?""",this article was updated on april 29 2020 to include additional information on symptoms. covid-19 is an infectious disease caused by a new coronavirus discovered after an outbreak in wuhan china in december 2019. since the initial outbreak this coronavirus known as sars cov-2 has spread to most countries around the world. it has been responsible for millions of infections globally causing hundreds of thousands of deaths. the united states is the most affected country. as yet there s no v. ,there currently is nt a vaccine to protect you from the novel coronavirus. antibiotics are also ineffective because covid-19 is a viral infection not bacterial. there 's emerging evidence that some medications may have the potential to treat symptoms of the coronavirus. ,,""""""
163,article,healthline.com,https://www.healthline.com/health-news/get-the-flu-twice-this-year,"Sorry, You Might Get the Flu Twice This Year — Here’s Why","""What to Know about a ‘Double-Barreled Flu Season’""",two flu strains are overlapping each other this flu season. this means you can get sick twice from different flu strains. while the flu vaccine is nt a perfect match its the best defense against the flu. editors note this is a developing story that s been updated since it was first published. healthline will continue to update this article when there s new information. the flu is still going strong with seeing widespread activity. up to 26 million americans have gotten the flu this. ,health experts say this has been an extremely unusual flu season. it started very early with a strain that we typically do nt see much of. now another strain is building momentum and creating a path for what s known as a double barreled flu season in which two types of flu strike back to back. ,,"""Flu, influenza, flu shot, cold and flu season, sneezing, coughing,"""
164,article,healthline.com,https://www.healthline.com/health-news/what-us-cities-are-doing-to-prepare-for-the-coronavirus,What Health Experts Are Doing to Stop the Coronavirus from Spreading in the U.S.,"""Epidemiologist Answers Questions About Coronavirus and Quarantine""",all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. as the new coronavirus quickly spreads around the globe health officials are hustling to manage the spread and cushion the blow of a pandemic. travel bans are limiting entry to high risk countries borders are being sealed off and people are being force. ,we spoke with anne rimoin a professor of epidemiology to understand if quarantines and travel bans work. and if not what does. ,,"""Coronavirus, COVID-19, viral infection, virus, viral outbreak,"""
165,article,healthline.com,https://www.healthline.com/health-news/how-long-will-it-take-to-develop-vaccine-for-coronavirus,How Long Will It Take to Develop a Vaccine for Coronavirus?,"""How Long Will It Take to Develop a Vaccine for Coronavirus?""",multiple companies are working on a vaccine to fight the new coronavirus. getty images several groups are working on a vaccine for the new coronavirus but there s no guarantee that it will be ready before the end of the current outbreak. one group says they may have an experimental vaccine ready for initial testing in just a month. but experts caution this expedited timeline does nt always allow for careful evaluation of the safety and effectiveness of the vaccines. all data and statistic. ,scientists are already racing to develop a vaccine for 2019-ncov a feat that experts say is technically possible but still may not come in time to help during this outbreak .. ,,"""Coronavirus, china, viral outbreak, outbreak, viral infection, pandemic"""
166,article,healthline.com,https://www.healthline.com/health-news/afraid-of-the-coronavirus-what-you-can-do-to-protect-yourself,"If You’re Worried About the New Coronavirus, Here’s How to Protect Yourself","""How COVID-19 Spreads in Public Places and How to Protect Yourself""",the novel coronavirus can spread through the air as well as contact with contaminated surfaces such as plastic and stainless steel where the virus can live for up to 3 days. getty images experts say the canceling of events that draw large crowds is an important step in combating the further spread of the novel coronavirus. the virus spreads like other viruses that cause common respiratory illnesses such as the flu via droplets that are excreted by coughing sneezing and breathing. a. ,the novel coronavirus can spread through the air as well as contact with contaminated surfaces such as plastic and stainless steel where the virus can live for up to 9 days .. ,,"""coronavirus, covid-19, how coronavirus spreads, self quarantine, quarantine"""
