,fact_check_url,news_url,title
100305,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-24,What dose was used in the Recovery trial?
100306,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-25,What are the typical side effects of dexamethasone?
100307,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-26,How do the doses used in the RECOVERY trial compare with those used normally?
100308,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-27,Can steroids be used in the elderly/children/pregnancy?
100309,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-28,Is dexamethasone available across the world?
100310,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-29,How many API suppliers are there?
100311,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-dexamethasone-and-covid-30,Is dexamethasone affordable/what is the price per treatment?
100312,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-hydroxychloroquine-and-covid-19,Why was the use of hydroxychloroquine stopped in the Solidarity Trial?
100313,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-hydroxychloroquine-and-covid-20,What will happen to the people who were already enrolled in the hydroxychloroquine arm of the trial?
100314,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-hydroxychloroquine-and-covid-21,What is WHO’s view of the use of hydroxychloroquine in pre or post-exposure prophylaxis?
100315,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,How many malaria-affected countries have reported cases of COVID-19?
100316,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,Should core malaria vector control interventions be maintained in view of the rapid global spread of COVID-19?
100317,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,Should WHO-recommended preventive therapies be maintained in sub-Saharan Africa?
100318,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,Are there any changes to WHO guidance with respect to malaria diagnosis and treatment?
100319,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,What additional special measures may be needed in the context of COVID-19?
100320,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,What are the key considerations for countries that are working to eliminate malaria or prevent re-establishment of transmission?
100321,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,Why is WHO particularly concerned about the spread of COVID-19 in malaria-affected areas?
100322,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,Have there been disruptions in the global supply of key malaria-related commodities as a result of the COVID-19 pandemic?
100323,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,What is WHO’s position on the use of chloroquine and hydroxychloroquine in the context of the COVID-19 response?
100324,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,What is WHO’s position on the use of Artemisia plant material for the prevention or treatment of malaria and/or COVID-19?
100325,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/malaria-and-the-covid-19-pandemic,What is WHO doing to support malaria-affected countries in the context of COVID-19?
100326,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,Are people with tuberculosis likely to be at increased risk of COVID-19 infection illness and death?
100327,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,Do COVID-19 and tuberculosis spread in the same way?
100328,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,What is the potential impact of COVID-19 pandemic on essential tuberculosis services?
100329,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,What should health authorities do to provide sustainability of essential tuberculosis services during the COVID-19 pandemic?
100330,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,How can health authorities ensure supplies of tuberculosis medicines and diagnostics?
100331,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,What services can be leveraged across both diseases?
100332,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,What measures should be in place to protect staff working in tuberculosis laboratories and healthcare facilities and community health workers from COVID-19 infection?
100333,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,How can we protect people seeking tuberculosis care during the COVID-19 pandemic?
100334,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,Can tuberculosis and COVID-19 be tested on the same type of specimen?
100335,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,Should all people being evaluated for tuberculosis also be tested for COVID-19 and vice-versa?
100336,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,Is tuberculosis treatment different in people who have both TB and COVID-19?
100337,who.int,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/tuberculosis-and-the-covid-19-pandemic,Does the BCG vaccine protect people from COVID-19?
