,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords
3643,article,healthline.com,https://www.healthline.com/health-news/why-some-people-feel-guilty-after-testing-positive-for-covid-19,Why Some People Feel Guilty After Testing Positive for COVID-19,"""Why Some People Feel Guilty After Testing Positive for COVID-19""",experts say some people can feel guilty or anxious about developing covid-19 as well as having fear of transmitting disease to other people. getty images experts say people can feel guilty after testing positive for covid-19 as well as anxiety about spreading illness to others. they say part of those emotions may stem from fact people sometimes blame themselves for situation in which they do nt have lot of control. experts say people with covid-19 can ease their feeling. ,experts say people who ve tested positive for covid-19 can cope with their feelings of guilt and anxiety by talking with others to give their emotions light of day .. ,,"""guilt people test positive COVID19 coronavirus, concern worry people test positive COVID19 coronavirus gave disease to others"""
3644,article,healthline.com,https://www.healthline.com/health-news/fda-issues-warning-for-hand-sanitizer-in-food-packaging,FDA Issues Warning for Hand Sanitizer in Food Packaging,"""FDA Issues Warning for Hand Sanitizer in Food Packaging""",hand sanitizer in food packaging with flavors can be confusing to children. getty images fda warns some hand sanitizers are being packaged in food containers that could confuse children. fda has also discovered that certain hand sanitizers contain flavors like chocolate or raspberry. some people have already fallen ill or experienced health complications after mistakenly ingesting hand sanitizer. all data and statistics are based on publicly available data at time of publication. s. ,food and drug administration fda has put out alert warning that some alcohol based hand sanitizers are being sold in packages mistaken for beverages or food items. if ingested hand sanitizer can lead to serious health issues especially in children. ,,"""FDA, hand sanitizer, COVID-19,"""
3645,article,healthline.com,https://www.healthline.com/health-news/why-plastic-face-shields-arent-a-safe-alternative-to-cloth-masks,Why Plastic Face Shields Aren’t a Safe Alternative to Cloth Masks,"""Why Plastic Face Shields Aren’t a Safe Alternative to Cloth Masks""",plastic face shields can provide additional protection from covid-19 but experts say they should only be used as supplement to cloth face coverings not in lieu of them. getty images face masks remain at core of cdcs recommendations for protecting yourself and others against covid-19. however plastic face shields do not provide adequate protection from covid-19 when used by themselves as alternative to cloth face masks. wearing them along with face mask is recommended as. ,plastic face shields can provide additional protection from spread of covid-19 but experts say they should only be used as supplement to cloth face coverings not in lieu of them .. ,,"""covid 19, coronavirus, face masks, plastic face shields, medical face shield, face shield visor"""
3646,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201029171636.htm,Amount of COVID Viral RNA Detected at Hospital Admission Predicts How Patients Will Fare,"""""",,,,""""""
3647,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201029142017.htm,Face Mask Aims to Deactivate Virus to Protect Others,"""""",,,,""""""
3648,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201028124519.htm,Why Are Some COVID-19 Infected People Asymptomatic?,"""""",,,,""""""
3649,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201026114218.htm,T-Cells from Recovered COVID-19 Patients Show Promise to Protect Vulnerable Patients from Infection,"""""",,,,""""""
3650,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201026114206.htm,"Estimating Risk of Airborne COVID-19 With Mask Usage, Social Distancing","""""",,,,""""""
3651,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201022144524.htm,Lab-Grown Mini-Lungs Mimic the Real Thing -- Right Down to Coronavirus Infection,"""""",,,,""""""
3652,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201022143926.htm,COVID-19 Infection May Be Part of a 'Perfect Storm' for Parkinson's Disease,"""""",,,,""""""
3653,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201022134723.htm,Do Asymptomatic Kids With COVID-19 Carry Less Virus?,"""""",,,,""""""
3654,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201022125519.htm,'Mini-Lungs' Reveal Early Stages of SARS-CoV-2 Infection,"""""",,,,""""""
3655,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201022112559.htm,Immune Response the Probable Underlying Cause of Neural Damage in COVID-19,"""""",,,,""""""
3656,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201021163942.htm,Tracking the SARS-CoV-2 Virus With Genome Sequencing,"""""",,,,""""""
3657,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201021112326.htm,Spectral CT Improves Detection of Early-Stage Coronavirus Disease (COVID-19),"""""",,,,""""""
3658,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201021085113.htm,Evidence Review Confirms CDC Guidance About Infectivity of Novel Coronavirus,"""""",,,,""""""
3659,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201020105522.htm,"Neuropilin-1 Drives SARS-CoV-2 Infectivity, Finds Breakthrough Study","""""",,,,""""""
3660,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201019164942.htm,Patients Who Had More Severe COVID-19 May Be the Best Donors for Convalescent Plasma Therapy,"""""",,,,""""""
3661,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201019125514.htm,New Lab Test Clarifies the Potential Protective Effects of COVID-19 Antibodies,"""""",,,,""""""
3662,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201016090159.htm,"In Recovering COVID-19 Patients, Antibodies Fade Quickly","""""",,,,""""""
3663,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201015101820.htm,Will the COVID-19 Virus Become Endemic?,"""""",,,,""""""
3664,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201015101807.htm,Novel Antiviral Strategy for Treatment of COVID-19,"""""",,,,""""""
3665,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201014141034.htm,New Study Suggests Crucial Role for Lymphocytes in Asymptomatic COVID-19 Infection,"""""",,,,""""""
3666,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201014141032.htm,"COVID-19 Rapid Test Has Successful Lab Results, Research Moves to Next Stages","""""",,,,""""""
3667,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201014141006.htm,Army Researchers Collaborate on Universal Antibody Test for COVID-19,"""""",,,,""""""
3668,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201013190807.htm,First Reported UK Case of Sudden Permanent Hearing Loss Linked to COVID-19,"""""",,,,""""""
3669,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201013124151.htm,COVID-19 Recovery at Home Possible for Most Patients,"""""",,,,""""""
3670,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201011220759.htm,New Research on SARS-CoV-2 Virus 'Survivability',"""""",,,,""""""
3671,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201009162432.htm,"Hydroxychloroquine Does Not Counter SARS-CoV-2 in Hamsters, High Dose of Favipiravir Does: Study","""""",,,,""""""
3672,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201009102739.htm,Identification of a Viral Factor That Impairs Immune Responses in COVID-19 Patients,"""""",,,,""""""
3673,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201008121314.htm,Protective Antibodies Persist for Months in Survivors of Serious COVID-19 Infections,"""""",,,,""""""
3674,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201008083753.htm,Potential COVID-19 Vaccines Not Affected by Dominant 'G-Strain',"""""",,,,""""""
3675,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201007193652.htm,New Study Confirms Advice Given to the UK Government About School Closures,"""""",,,,""""""
3676,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201006132110.htm,Previous Infection With Other Types of Coronaviruses May Lessen Severity of COVID-19,"""""",,,,""""""
3677,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201005140819.htm,Influenza Vaccination May Provide Roadmap to Prevent COVID-19 in CV Disease Patients,"""""",,,,""""""
3678,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201002111731.htm,Medicine for Multiple Sclerosis Patients Inhibits Coronavirus -- At Least in a Test Tube,"""""",,,,""""""
3679,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201002111724.htm,"Nitric Oxide a Possible Treatment for COVID-19, Study Finds","""""",,,,""""""
3680,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201002105752.htm,Users of Blood Pressure Medicine Have a Lower Risk of Dying from Influenza and Pneumonia,"""""",,,,""""""
3681,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201002091039.htm,"Face Masks Unlikely to Cause Over-Exposure to Carbon Dioxide, Even in Patients With Lung Disease, Study Finds","""""",,,,""""""
3682,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/10/201001133223.htm,People With Parkinson's Disease Have a Higher Risk of Dying from COVID-19,"""""",,,,""""""
3683,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200930144426.htm,"AI Can Detect COVID-19 in the Lungs Like a Virtual Physician, New Study Shows","""""",,,,""""""
3684,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200929173410.htm,"In Deadly COVID-19 Lung Inflammation, Discover a Culprit in NFkB Pathway","""""",,,,""""""
3685,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200928103424.htm,COVID-19: Saliva Tests Could Detect Silent Carriers,"""""",,,,""""""
3686,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200928090506.htm,"One in Three Parents Plan to Skip Flu Shots for Their Kids During COVID-19 Pandemic, Poll Finds","""""",,,,""""""
3687,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200925113617.htm,"How Do Americans View the Virus? Anthropology Professor Examines Attitudes, Perceptions of COVID-19","""""",,,,""""""
3688,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200925113427.htm,Ultrapotent Antibody Mix Blocks COVID-19 Virus Attachment,"""""",,,,""""""
3689,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200924082656.htm,New Mechanism of Action Against SARS-CoV-2 by Antiviral Drug Remdesivir,"""""",,,,""""""
3690,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200923090416.htm,"A Cheaper, Faster COVID-19 Test","""""",,,,""""""
3691,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200922172606.htm,Neurological Consequences of COVID-19: The 'Silent Wave',"""""",,,,""""""
3692,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200922135431.htm,"Most Infants Are Well Even When Moms Are Infected by COVID-19, Researchers Find","""""",,,,""""""
3693,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200922112304.htm,Evaporation Critical to Coronavirus Transmission as Weather Changes,"""""",,,,""""""
3694,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200921152614.htm,Researchers Find Diminished Response by 'Killer' T Cells in Elderly COVID-19 Patients,"""""",,,,""""""
3695,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200921151321.htm,New Study Reveals Why Flu Can Be Devastating for Pregnant Women,"""""",,,,""""""
3696,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200918104241.htm,"After Developing CRISPR Test, Researchers Validate Clinical Feasibility for COVID-19 Testing","""""",,,,""""""
3697,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200917201250.htm,Rapid 90-Minute COVID-19 Test Shown to Be Highly Accurate,"""""",,,,""""""
3698,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200917135522.htm,Social Distancing and Microbial Health,"""""",,,,""""""
3699,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200917122830.htm,Stroke Scans Could Reveal COVID-19 Infection,"""""",,,,""""""
3700,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200917105326.htm,Scientists Uncover the Structural Mechanism of Coronavirus Receptor Binding,"""""",,,,""""""
3701,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200916094245.htm,Lessons from Coronavirus Surveillance Testing in Seattle-Area Homeless Shelters,"""""",,,,""""""
3702,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200914090710.htm,Tiny Antibody Component Highly Effective Against SARS-COV-2 in Animal Studies,"""""",,,,""""""
3703,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200911141705.htm,"Antibody Test Developed for COVID-19 That Is Sensitive, Specific and Scalable","""""",,,,""""""
3704,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200910171816.htm,Researchers Publish Striking Images of SARS-CoV-2 Infected Cells,"""""",,,,""""""
3705,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200910150346.htm,"Seven in 10 Americans Willing to Get COVID-19 Vaccine, Survey Finds","""""",,,,""""""
3706,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200910090023.htm,"Researchers Draw More Links Between Vaping, Smoking, Young People, and Coronavirus","""""",,,,""""""
3707,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200909114808.htm,Metabolite Signature of COVID-19 Reveals Multi-Organ Effects,"""""",,,,""""""
3708,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200908142937.htm,Delayed Immune Responses May Drive COVID-19 Mortality Rates Among Men and the Elderly,"""""",,,,""""""
3709,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200906202950.htm,COVID-19 Patients Suffer Long-Term Lung and Heart Damage but It Can Improve With Time,"""""",,,,""""""
3710,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200903105602.htm,Obesity May Alter Immune System Response to COVID-19,"""""",,,,""""""
3711,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200903075919.htm,Children Can Have COVID-19 Antibodies and Virus in Their System Simultaneously,"""""",,,,""""""
3712,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200902185527.htm,"Retest for COVID-19 4-Plus Weeks After Symptoms First Appear to Curb Infection Risk, Say Researchers","""""",,,,""""""
3713,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200902152204.htm,Researchers Identify Proteins That Prevent COVID-19 Transmission Through the Placenta,"""""",,,,""""""
3714,article,sciencedaily.com,https://www.sciencedaily.com/releases/2020/09/200902091108.htm,"Virus in the Blood Can Predict Severe COVID-19, Researchers Find","""""",,,,""""""
3715,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-scientists-discover-key-pathway-lysosomes-coronaviruses-use-exit-cells,NIH scientists discover key pathway in lysosomes that coronaviruses use to exit cells,"""NIH scientists discover key pathway in lysosomes that coronaviruses use to exit cells""",nih scientists discover key pathway in lysosomes that coronaviruses use to exit cells targeting cells trash compactor could lead to new antiviral strategy to fight covid-19. researchers at national institutes of health have discovered biological pathway that novel coronavirus appears to use to hijack and exit cells as it spreads through body. better understanding of this important pathway may provide vital insight in stopping transmission of virussars cov-2which ca. ,targeting cells trash compactor could lead to new antiviral strategy to fight covid-19 .. ,2020-10-28T16:07:17-04:00,"""NIH, NHLBI, scientists, discover, pathway, lysosomes, coronavirus, COVID-"""
3716,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-begins-large-clinical-trial-test-immune-modulators-treatment-covid-19,NIH begins large clinical trial to test immune modulators for treatment of COVID-19,"""NIH begins large clinical trial to test immune modulators for treatment of COVID-19""",nih begins large clinical trial to test immune modulators for treatment of covid-19 national institutes of health has launched adaptive phase 3 clinical trial to evaluate safety and efficacy of three immune modulator drugs in hospitalized adults with covid-19. some covid-19 patients experience immune response in which immune system unleashes excessive amounts of proteins that trigger inflammation called cytokine storm that can lead to acute respiratory distress syndrom. ,trial expects to enroll approximately 2.100 hospitalized adults with moderate to severe covid-19 at medical facilities in united states and latin america .. ,2020-10-14T15:47:14-04:00,"""NIH, NCATS, large, clinical trial, test, immune modulators, treatment, COVID-19, hospitalized, adults”"""
3717,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-study-aims-identify-promising-covid-19-treatments-larger-clinical-trials,NIH study aims to identify promising COVID-19 treatments for larger clinical trials,"""NIH study aims to identify promising COVID-19 treatments for larger clinical trials""",national institute of allergy and infectious diseases niaid part of national institutes of health today launched study designed to determine whether certain approved therapies or investigational drugs in late stage clinical development show promise against covid-19 and merit advancement into larger clinical trials. activ-5 big effect trial which will enroll adult volunteers hospitalized with covid-19 at as many as 40 u.s sites is being conducted in collaboration with nih. ,activ-5 big effects trial will enroll adult volunteers hospitalized with covid-19 .. ,2020-10-13T08:57:47-04:00,"""NIH, NIAID, clinical trial, study, identify, promising, COVID-19, treatments, ACTIV"""
3718,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-testing-hyperimmune-intravenous-immunoglobulin-plus-remdesivir-treat-covid-19-begins,NIH clinical trial testing hyperimmune intravenous immunoglobulin plus remdesivir to treat COVID-19 Begins,"""NIH clinical trial testing hyperimmune intravenous immunoglobulin plus remdesivir to treat COVID-19 Begins""",clinical trial to test safety tolerability and efficacy of combination treatment regimen for coronavirus disease 2019 covid-19 consisting of antiviral remdesivir plus highly concentrated solution of antibodies that neutralize sars cov-2 virus that causes covid-19 has begun. study is taking place in hospitalized adults with covid-19 in united states mexico and 16 other countries on five continents. national institute of allergy and infectious diseases niaid. ,study is taking place in hospitalized adults in united states mexico and 16 other countries .. ,2020-10-08T12:58:37-04:00,"""NIH, NIAID, COVID-19, clinical trial, testing, hyperimmune intravenous immunoglobulin, remdesivir"""
3719,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-launch-serological-sciences-network-covid-19-announce-grant-contract-awardees,"NIH to launch the Serological Sciences Network for COVID-19, announce grant and contract awardees","""NIH to launch the Serological Sciences Network for COVID-19, announce grant and contract awardees""",nih to launch serological sciences network for covid-19 announce grant and contract awardees national cancer institute nci has launched serological sciences network for covid-19 seronet initiative aimed at quickly increasing nations antibody testing capacity and engaging u.s. research community to understand immune response to covid-19. nci is part of national institutes of health. seronet will engage more than 25 of nations top academic government. ,initiative is aimed at quickly increasing nations antibody testing capacity .. ,2020-10-08T11:43:25-04:00,"""NIH, NCI, launch, Serological Sciences Network, SeroNET, COVID-19, grants"""
3720,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-radx-initiative-advances-six-new-covid-19-testing-technologies,NIH RADx initiative advances six new COVID-19 testing technologies,"""NIH RADx initiative advances six new COVID-19 testing technologies""",national institutes of health working in collaboration with biomedical advanced research and development authority barda today announced third round of contract awards for scale up and manufacturing of new covid-19 testing technologies. six new rapid acceleration of diagnostics radx initiative contracts total 98.35 million for point of care and other novel test approaches that provide new modes of sample collection processing and return of results. innovations in these new. ,addition of new rapid point of care platforms will expand national testing options .. ,2020-10-06T14:56:28-04:00,"""NIH RADx initiative advances six new COVID-19 testing technologies"""
3721,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-assess-expand-covid-19-testing-underserved-communities,NIH to assess and expand COVID-19 testing for underserved communities,"""NIH to assess and expand COVID-19 testing for underserved communities""",nih to assess and expand covid-19 testing for underserved communities national institutes of health has awarded nearly 234 million to improve covid-19 testing for underserved and vulnerable populations. part of rapid acceleration of diagnostics radx initiative radx underserved populations radx up program will support 32 institutions across united states and will focus on populations disproportionately affected by pandemic. these groups include african americans amer. ,radx up program will support projects designed to rapidly implement testing strategies .. ,2020-09-29T15:00:33-04:00,"""NIH, grants, assess, expand, COVID-19, testing, underserved, communities, RADx-UP"""
3722,article,nih.gov,https://www.nih.gov/news-events/news-releases/investigational-covid-19-vaccine-well-tolerated-generates-immune-response-older-adults,Investigational COVID-19 vaccine well-tolerated and generates immune response in older adults,"""Investigational COVID-19 vaccine well-tolerated and generates immune response in older adults""",phase 1 trial of investigational mrna vaccine to prevent sars cov-2 infection has shown that vaccine is well tolerated and generates strong immune response in older adults. report published today in new england journal of medicine describes findings from study which was supported by national institute of allergy and infectious diseases niaid part of national institutes of health. sars cov-2 is virus that causes covid-19 disease. experimental vaccine. ,phase 1 clinical trial enrolled 40 healthy volunteers .. ,2020-09-29T16:24:05-04:00,"""NIH, NIAID, investigational, COVID-19, vaccine, well-tolerated, generates, immune response, older adults, mRNA-1273"""
3723,article,nih.gov,https://www.nih.gov/news-events/news-releases/scientists-discover-genetic-immunologic-underpinnings-some-cases-severe-covid-19,Scientists discover genetic and immunologic underpinnings of some cases of severe COVID-19,"""Scientists discover genetic and immunologic underpinnings of some cases of severe COVID-19""",scientists discover genetic and immunologic underpinnings of some cases of severe covid-19 new findings by scientists at national institutes of health and their collaborators help explain why some people with covid-19 develop severe disease. findings also may provide first molecular explanation for why more men than women die from covid-19. researchers found that more than 10 of people who develop severe covid-19 have misguided antibodiesautoantibodiesthat attack immune. ,nih investigator co led international research effort .. ,2020-09-24T15:02:03-04:00,"""NIH, NIAID, scientists, discover, genetic, immunologic, underpinnings, cases, severe, COVID-19"""
3724,article,nih.gov,https://www.nih.gov/news-events/news-releases/fourth-large-scale-covid-19-vaccine-trial-begins-united-states,Fourth large-scale COVID-19 vaccine trial begins in the United States,"""Fourth large-scale COVID-19 vaccine trial begins in the United States""",fourth phase 3 clinical trial evaluating investigational vaccine for coronavirus disease 2019 covid-19 has begun enrolling adult volunteers. trial is designed to evaluate if investigational janssen covid-19 vaccine jnj-78436725 can prevent symptomatic covid-19 after single dose regimen. up to 60.000 volunteers will be enrolled in trial at up to nearly 215 clinical research sites in united states and internationally. janssen pharmaceutical companies of johnson jo. ,trial evaluating investigational janssen covid-19 vaccine .. ,2020-09-22T09:46:46-04:00,"""Fourth large-scale COVID-19 vaccine trial begins in the United States"""
3725,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-expands-clinical-trials-test-convalescent-plasma-against-covid-19,NIH expands clinical trials to test convalescent plasma against COVID-19,"""NIH expands clinical trials to test convalescent plasma against COVID-19""",rigorous studies to build on earlier efforts to test experimental treatment two randomized placebo controlled clinical trials funded by national institutes of health nih are expanding enrollment to further evaluate convalescent plasma as treatment for patients hospitalized with covid-19. preliminary observational studies indicate that convalescent plasma may improve outcomes among severely ill and hospitalized patients with covid-19. prospective well controlled randomized trials. ,rigorous studies to build on earlier efforts to test experimental treatment. ,2020-09-22T10:12:41-04:00,"""NIH, NCATS, expand, clinical trial, convalescent plasma, COVID-19"""
3726,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-funds-community-engagement-research-efforts-areas-hardest-hit-covid-19,NIH funds community engagement research efforts in areas hardest hit by COVID-19,"""NIH funds community engagement research efforts in areas hardest hit by COVID-19""",national institutes of health today announced 12 million award for outreach and engagement efforts in ethnic and racial minority communities disproportionately affected by covid-19 pandemic. award to rti international non profit research institution will support teams in 11 states established as part of nih community engagement alliance ceal against covid-19 disparities. these teams have received initial funding to immediately create ceal programs and rti will serve as. ,outreach will focus on covid-19 awareness and education research especially among african americans hispanics latinos and american indians .. ,2020-09-16T11:41:15-04:00,"""NIH, NHLBI, NIMHD, funds, community, engagement, research, efforts, affected, COVID-19, CEAL, Community Engagement Alliance Against COVID-19 Disparities"""
3727,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-awards-contracts-develop-innovative-digital-health-technologies-covid-19,NIH awards contracts to develop innovative digital health technologies for COVID-19,"""NIH awards contracts to develop innovative digital health technologies for COVID-19""",national institutes of health has awarded seven contracts to companies and academic institutions to develop digital health solutions that help address covid-19 pandemic. work could lead to user friendly tools such as smartphone apps wearable devices and software that can identify and trace contacts of infected individuals keep track of verified covid-19 test results and monitor health status of infected and potentially infected individuals. national cancer institute nci. ,projects represent broad range of solutions for immediate public health needs related to pandemic .. ,2020-09-15T11:21:36-04:00,"""NIH, NCI, NIBIB, award, contracts, develop, innovative, digital health, technology, COVID-19"""
3728,article,nih.gov,https://www.nih.gov/news-events/news-releases/substance-use-disorders-linked-covid-19-susceptibility,Substance use disorders linked to COVID-19 susceptibility,"""Substance use disorders linked to COVID-19 susceptibility""",national institutes of health funded study found that people with substance use disorders suds are more susceptible to covid-19 and its complications. research published today in molecular psychiatry was co authored by nora d. volkow m.d. director of national institute on drug abuse nida. findings suggest that health care providers should closely monitor patients with suds and develop action plans to help shield them from infection and severe outcomes. by analyzing non. ,nih research finds higher risk and worse outcomes for those with addiction .. ,2020-09-14T10:06:03-04:00,"""NIH, NIDA, substance use disorder, linked, COVID-19, susceptibility, risk, addiction"""
3729,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-activ-initiative-launches-adaptive-clinical-trials-blood-clotting-treatments-covid-19,NIH ACTIV initiative launches adaptive clinical trials of blood-clotting treatments for COVID-19,"""NIH ACTIV initiative launches adaptive clinical trials of blood-clotting treatments for COVID-19""",national institutes of health has launched two of three adaptive phase 3 clinical trials evaluating safety and effectiveness of varying types of blood thinners to treat adults diagnosed with covid-19. part of accelerating covid-19 therapeutic interventions and vaccines activ initiative these trials will be conducted at more than 100 sites around world and will involve patients in various clinical settings those who have not been hospitalized those currently hospitalized and. ,trials will be conducted at more than 100 sites around world and will involve patients in various clinical settings .. ,2020-09-09T11:25:29-04:00,"""NIH, NHLBI, ACTIV, initiative, launches, adaptive, clinical trials, blood-clotting, treatments, COVID-19"""
3730,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-continues-boost-national-covid-19-testing-capacity,NIH continues to boost national COVID-19 testing capacity,"""NIH continues to boost national COVID-19 testing capacity""",new laboratory and point of care tests to enable access and rapid result. national institutes of health today announced 129.3 million in scale up and manufacturing support for new set of covid-19 testing technologies as part of its rapid acceleration of diagnostics radx initiative. nih is awarding contracts to nine companies for technologies that include portable point of care tests for immediate results and high throughput laboratories that can return results within 24 hours. these te. ,new laboratory and point of care tests to enable access and rapid result .. ,2020-09-02T08:39:46-04:00,"""NIH, Rapid Acceleration of Diagnostics, RADx, COVID-19 tests, testing technologies"""
3731,article,nih.gov,https://www.nih.gov/news-events/news-releases/nih-supported-study-track-prevalence-impact-sars-cov-2-among-pregnant-women-low-middle-income-countries,NIH-supported study to track prevalence and impact of SARS-CoV-2 among pregnant women in low- and middle-income countries,"""NIH-supported study to track prevalence and impact of SARS-CoV-2 among pregnant women in low- and middle-income countries""",nih supported study to track prevalence and impact of sars cov-2 among pregnant women in low- and middle income countries national institutes of health has launched study to track prevalence and impact of sars cov-2 infection among approximately 16.000 pregnant women in seven low- and middle income countries. study will follow women through pregnancy and 12 months after childbirth to compare maternal fetal and newborn outcomes of participants who have been infected with virus. ,study will follow women through pregnancy and 12 months after childbirth .. ,2020-09-01T10:12:19-04:00,"""NIH, NICHD, supported, study, track, prevalence, impact, SARS-CoV-2, pregnant, women, low-income, middle-income, countries"""
3732,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/long-term-effects-of-coronavirus,What are the long-term effects of coronavirus (COVID-19)?,"""What are the long-term effects of coronavirus (COVID-19)?""",most people who develop coronavirus disease 19 covid-19 recover within 26 weeks but some experience lasting symptoms. others with severe covid-19 may develop complications require rehabilitation after hospital stay or both. in addition to physical impact of covid-19 people may also experience changes in their mental health. below we describe long term effects of covid-19 on physical and mental health and explore resources available for help. all data and statistics are base. ,covid-19 can cause lasting symptoms complications and distress and doctors are still unsure of full scope of long term effects. learn more here. ,,"""long term effects of coronavirus"""
3733,article,medicalnewstoday.com,https://www.medicalnewstoday.com/articles/why-is-it-called-coronavirus,Why is it called coronavirus? What the names mean,"""Why is it called coronavirus? What the names mean""",coronavirus refers to large family of viruses that includes sars cov-2 virus that causes covid-19. for this reason some people call virus coronavirus. this article explores what word coronavirus means where different terms come from and why covid-19 is different from other coronavirus diseases. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates pa. ,coronaviruses are large family of viruses that include sars cov-2 virus that causes covid-19. find out what names mean. ,,"""why is it called coronavirus"""
